"us" "led" "dir" "war2" "warcri" "warcase" "scmedian" "lctdir" "analu" "value" "term" "nyt" "rally2" "crisis" "sgwin" "uswin" "bef75" "scm" "scm2"
"345/0229" "097/0972" 0 1 1 0  0.450 0 0 2 1952 0 0 0 NA  1 1 0.950 0.902500
"345/0330" "097/1048" 0 1 1 0  0.450 1 0 2 1952 0 0 0 NA NA 1 0.950 0.902500
"345/0344" "097/1061" 1 1 1 0  0.450 0 0 4 1952 0 0 0 NA  1 1 0.950 0.902500
"345/0395" "097/1105" 0 1 1 0  0.450 0 0 3 1952 0 0 0 NA NA 1 0.950 0.902500
"345/0457" "097/1147" 0 1 1 0  0.450 0 0 1 1952 0 0 0 NA  0 1 0.950 0.902500
"345/0461" "097/1152" 1 1 1 0  0.450 0 0 2 1952 0 0 0 NA NA 1 0.950 0.902500
"345/0528" "097/1221" 1 1 1 0  0.450 0 0 4 1952 0 0 0 NA NA 1 0.950 0.902500
"345/0559" "097/1244" 1 1 1 0  0.450 0 0 2 1952 0 0 0 NA NA 1 0.950 0.902500
"345/0565" "097/1250" 1 1 1 0  0.450 0 0 1 1952 0 0 0 NA  0 1 0.950 0.902500
"346/0001" "097/1417" 0 1 1 2  0.450 1 0 3 1952 0 0 0 NA  1 1 0.950 0.902500
"346/0100" "097/1480" 1 1 1 0  0.450 0 0 2 1952 1 0 0  1 NA 1 0.950 0.902500
"346/0137" "097/1508" 0 1 1 0  0.450 0 0 1 1952 0 0 0 NA  1 1 0.950 0.902500
"346/0156" "097/1522" 0 1 1 0  0.450 0 0 1 1952 0 0 0 NA NA 1 0.950 0.902500
"346/0209" "097/1557" 1 1 1 2  0.450 0 0 1 1952 1 0 0 NA  0 1 0.950 0.902500
"346/0235" "097/1575" 0 1 1 2  0.450 1 0 1 1952 1 0 0 NA  1 1 0.950 0.902500
"346/0249" "097/1586" 1 1 1 0  0.450 1 0 2 1952 1 0 0 NA NA 1 0.950 0.902500
"346/0346" "098/0051" 1 0 0 0  0.450 1 0 4 1953 0 0 0 NA NA 1 0.950 0.902500
"346/0374" "098/0092" 0 0 0 0  0.450 1 0 1 1953 0 0 0 NA  1 1 0.950 0.902500
"346/0389" "098/0132" 1 0 0 2  0.450 0 0 3 1953 0 0 0 NA  0 1 0.950 0.902500
"346/0441" "098/0179" 1 0 0 0  0.450 1 0 1 1953 0 0 0 NA  0 1 0.950 0.902500
"484/0009" "098/0228" 0 0 0 0 -0.270 0 0 5 1987 0 0 0 NA  1 0 0.230 0.052900
"346/0502" "098/0248" 1 0 0 0  0.450 1 0 1 1953 0 0 0 NA  0 1 0.950 0.902500
"484/0019" "098/0275" 0 0 0 0 -0.270 0 0 1 1987 1 0 0 NA  1 0 0.230 0.052900
"346/0545" "098/0281" 0 0 0 0  0.450 0 0 1 1953 0 0 0 NA NA 1 0.950 0.902500
"484/0086" "098/0340" 0 0 0 0 -0.270 0 0 2 1987 0 0 0 NA  1 0 0.230 0.052900
"484/0097" "098/0415" 1 0 0 0 -0.270 1 0 4 1987 0 0 0 NA NA 0 0.230 0.052900
"347/0001" "098/0435" 0 0 0 0  0.450 0 0 1 1953 0 0 0 NA  1 1 0.950 0.902500
"347/0062" "098/0503" 0 0 0 0  0.450 0 0 1 1953 0 0 0 NA  1 1 0.950 0.902500
"484/0211" "098/0546" 1 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"484/0219" "098/0555" 1 0 0 0 -0.270 0 0 2 1987 0 0 0 NA NA 0 0.230 0.052900
"347/0128" "098/0561" 0 0 0 0  0.450 0 0 1 1953 1 0 0 NA NA 1 0.950 0.902500
"484/0231" "098/0568" 0 0 0 0 -0.270 0 0 1 1987 0 0 0  1 NA 0 0.230 0.052900
"484/0260" "098/0592" 0 0 0 0 -0.270 1 0 3 1987 1 0 0 NA NA 0 0.230 0.052900
"347/0179" "098/0608" 1 0 0 0  0.450 0 0 1 1953 0 1 0 NA NA 1 0.950 0.902500
"347/0222" "098/0650" 0 0 0 0  0.450 0 0 2 1953 0 1 0 NA  0 1 0.950 0.902500
"347/0227" "098/0654" 1 0 0 0  0.450 0 0 1 1953 0 1 0 NA  0 1 0.950 0.902500
"347/0260" "098/0681" 1 0 0 0  0.450 0 0 2 1953 0 1 0 NA  0 1 0.950 0.902500
"484/0305" "098/0686" 1 0 0 0 -0.270 1 0 2 1987 0 0 0  0 NA 0 0.230 0.052900
"347/0381" "098/0785" 0 0 0 0  0.450 1 0 1 1953 0 1 0 NA  1 1 0.950 0.902500
"484/0400" "098/0798" 0 0 0 0 -0.270 0 0 1 1987 0 0 0  1 NA 0 0.230 0.052900
"347/0442" "098/0829" 0 0 0 0  0.450 0 0 3 1953 0 1 0 NA NA 1 0.950 0.902500
"347/0475" "098/0866" 1 0 0 0  0.450 0 0 2 1953 1 1 0 NA NA 1 0.950 0.902500
"347/0483" "098/0873" 1 0 0 0  0.450 0 0 2 1953 1 0 0 NA NA 1 0.950 0.902500
"347/0497" "098/0884" 1 0 0 0  0.450 0 0 2 1953 1 1 0 NA NA 1 0.950 0.902500
"347/0522" "098/0911" 0 0 0 0  0.450 0 0 2 1953 1 1 0 NA  1 1 0.950 0.902500
"484/0518" "098/0918" 0 0 0 0 -0.270 1 0 3 1987 0 0 0 NA  1 0 0.230 0.052900
"347/0556" "098/0948" 1 0 0 0  0.450 0 0 1 1953 1 0 0 NA NA 1 0.950 0.902500
"484/0554" "098/0951" 0 0 0 0 -0.270 1 0 1 1987 0 0 0 NA  1 0 0.230 0.052900
"347/0612" "098/0989" 0 0 0 0  0.450 1 0 3 1953 1 0 0 NA  1 1 0.950 0.902500
"347/0637" "098/1009" 1 0 0 0  0.450 1 0 2 1953 0 1 0 NA  0 1 0.950 0.902500
"485/0001" "099/0001" 1 0 0 0 -0.270 1 0 4 1987 0 0 0 NA NA 0 0.230 0.052900
"348/0003" "099/0004" 1 0 0 0  0.450 0 0 1 1954 0 0 0 NA NA 1 0.950 0.902500
"348/0011" "099/0011" 1 0 0 0  0.450 0 0 1 1954 0 0 0 NA  0 1 0.950 0.902500
"485/0025" "099/0023" 0 0 0 0 -0.270 1 0 1 1987 0 0 0 NA  1 0 0.230 0.052900
"348/0026" "099/0027" 1 0 0 0  0.450 1 0 4 1954 0 0 0 NA NA 1 0.950 0.902500
"485/0046" "099/0041" 1 0 0 0 -0.270 0 0 3 1987 1 0 0 NA NA 0 0.230 0.052900
"348/0037" "099/0046" 0 0 0 0  0.450 0 0 1 1954 0 0 0 NA NA 1 0.950 0.902500
"485/0058" "099/0054" 1 0 0 0 -0.270 0 0 1 1987 0 0 0 NA  0 0 0.230 0.052900
"485/0074" "099/0068" 0 0 0 0 -0.270 1 0 6 1987 0 0 0 NA  1 0 0.230 0.052900
"485/0080" "099/0075" 1 0 0 0 -0.270 0 0 4 1987 0 0 0 NA NA 0 0.230 0.052900
"485/0094" "099/0090" 0 0 0 0 -0.270 1 0 2 1987 0 0 0 NA  1 0 0.230 0.052900
"348/0084" "099/0101" 0 0 0 0  0.450 0 0 1 1954 0 0 0 NA  1 1 0.950 0.902500
"485/0112" "099/0107" 0 0 0 0 -0.270 1 0 2 1987 0 0 0 NA NA 0 0.230 0.052900
"348/0105" "099/0135" 1 0 0 0  0.450 0 0 1 1954 0 0 0 NA NA 1 0.950 0.902500
"348/0110" "099/0139" 1 0 0 0  0.450 1 0 2 1954 0 0 0 NA  0 1 0.950 0.902500
"348/0121" "099/0150" 0 0 0 0  0.450 0 0 1 1954 0 0 0 NA  1 1 0.950 0.902500
"348/0142" "099/0188" 0 0 0 0  0.450 0 0 1 1954 0 0 0 NA  1 1 0.950 0.902500
"348/0147" "099/0192" 0 0 0 0  0.450 0 0 1 1954 0 0 0 NA  1 1 0.950 0.902500
"348/0170" "099/0210" 0 0 0 0  0.450 0 0 1 1954 0 0 0 NA  1 1 0.950 0.902500
"348/0272" "099/0314" 1 0 0 0  0.450 1 0 4 1954 0 0 0 NA  1 1 0.950 0.902500
"485/0312" "099/0333" 1 0 0 0 -0.270 0 0 3 1987 0 0 0 NA NA 0 0.230 0.052900
"485/0360" "099/0380" 0 0 0 0 -0.270 1 0 2 1987 1 0 0 NA  1 0 0.230 0.052900
"348/0375" "099/0428" 0 0 0 2  0.450 0 0 3 1954 0 0 0 NA  1 1 0.950 0.902500
"348/0385" "099/0436" 1 0 0 2  0.450 0 0 3 1954 0 0 0 NA  0 1 0.950 0.902500
"348/0397" "099/0453" 1 0 0 2  0.450 0 0 3 1954 0 0 0 NA  0 1 0.950 0.902500
"348/0407" "099/0467" 1 0 0 2  0.450 0 0 3 1954 0 0 0 NA  0 1 0.950 0.902500
"348/0419" "099/0475" 0 0 0 0  0.450 0 0 1 1954 0 0 0 NA  1 1 0.950 0.902500
"485/0415" "099/0515" 0 0 0 0 -0.270 1 0 2 1987 0 0 0  1 NA 0 0.230 0.052900
"485/0439" "099/0534" 0 0 0 0 -0.270 1 0 3 1987 0 0 0 NA  1 0 0.230 0.052900
"485/0478" "099/0565" 1 0 0 0 -0.270 0 0 4 1987 0 0 0 NA NA 0 0.230 0.052900
"348/0503" "099/0594" 0 0 0 0  0.450 1 0 1 1954 0 0 0 NA  1 1 0.950 0.902500
"348/0528" "099/0615" 1 0 0 0  0.450 1 0 2 1954 0 0 0 NA  0 1 0.950 0.902500
"485/0535" "099/0618" 0 0 0 0 -0.270 0 0 2 1987 0 0 0 NA  0 0 0.230 0.052900
"348/0540" "099/0624" 0 0 0 0  0.450 0 0 2 1954 0 0 0 NA  1 1 0.950 0.902500
"485/0624" "099/0721" 1 0 0 0 -0.270 1 0 1 1987 0 0 0  1 NA 0 0.230 0.052900
"485/0660" "099/0753" 0 0 0 0 -0.270 1 0 3 1987 0 0 0 NA NA 0 0.230 0.052900
"485/0681" "099/0771" 0 0 0 0 -0.270 0 0 1 1987 0 0 0 NA  1 0 0.230 0.052900
"485/0759" "099/0839" 1 0 0 0 -0.270 0 0 2 1987 0 0 0 NA  0 0 0.230 0.052900
"349/0048" "099/0868" 1 0 0 0  0.450 1 0 2 1954 0 0 0 NA  0 1 0.950 0.902500
"349/0058" "099/0883" 0 0 0 0  0.450 0 0 1 1954 1 0 0 NA NA 1 0.950 0.902500
"349/0081" "099/0905" 1 0 0 0  0.450 0 0 1 1954 0 0 0 NA  0 1 0.950 0.902500
"349/0133" "099/0942" 1 0 0 0  0.450 0 0 4 1954 0 0 0 NA NA 1 0.950 0.902500
"349/0155" "099/0964" 1 0 0 0  0.450 0 0 1 1954 1 0 0 NA  0 1 0.950 0.902500
"349/0190" "099/0997" 1 0 0 0  0.450 0 0 1 1954 1 0 0 NA  0 1 0.950 0.902500
"349/0219" "099/1016" 1 0 0 0  0.450 0 0 1 1954 1 0 0 NA  0 1 0.950 0.902500
"349/0280" "099/1074" 0 0 0 0  0.450 1 0 2 1954 0 0 0 NA  1 1 0.950 0.902500
"349/0294" "099/1083" 1 0 0 0  0.450 0 0 2 1954 1 0 0  1 NA 1 0.950 0.902500
"349/0302" "099/1107" 0 0 0 0  0.450 0 0 2 1954 0 0 0 NA  1 1 0.950 0.902500
"349/0331" "099/1129" 1 0 0 0  0.450 0 0 3 1954 1 0 0 NA  0 1 0.950 0.902500
"349/0375" "099/1161" 1 0 0 0  0.450 0 0 2 1954 0 0 0 NA NA 1 0.950 0.902500
"486/0001" "100/0001" 1 0 0 0 -0.270 1 0 1 1987 0 0 0 NA  0 0 0.230 0.052900
"350/0011" "100/0008" 1 0 0 2  0.450 0 0 2 1955 1 0 0 NA  0 1 0.950 0.902500
"486/0035" "100/0030" 0 0 0 0 -0.270 1 0 1 1987 1 0 0 NA NA 0 0.230 0.052900
"350/0085" "100/0077" 1 0 0 0  0.450 0 0 2 1955 0 0 0 NA NA 1 0.950 0.902500
"350/0091" "100/0083" 0 0 0 0  0.450 0 0 2 1955 0 0 0 NA NA 1 0.950 0.902500
"486/0107" "100/0096" 1 0 0 0 -0.270 0 0 2 1987 0 0 0 NA  1 0 0.230 0.052900
"350/0116" "100/0126" 1 0 0 0  0.450 0 0 1 1955 0 0 0 NA NA 1 0.950 0.902500
"486/0153" "100/0140" 0 0 0 0 -0.270 0 0 1 1987 0 0 0 NA  1 0 0.230 0.052900
"350/0148" "100/0149" 0 0 0 0  0.450 0 0 1 1955 0 0 0 NA  1 1 0.950 0.902500
"350/0179" "100/0185" 1 0 0 0  0.450 1 0 2 1955 0 0 0 NA  0 1 0.950 0.902500
"350/0214" "100/0233" 1 0 0 0  0.450 0 0 1 1955 0 0 0 NA  0 1 0.950 0.902500
"350/0222" "100/0240" 1 0 0 0  0.450 0 0 4 1955 0 0 0 NA  1 1 0.950 0.902500
"486/0214" "100/0249" 1 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"486/0230" "100/0265" 0 0 0 0 -0.270 1 0 4 1987 0 0 0 NA  1 0 0.230 0.052900
"486/0249" "100/0284" 1 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"486/0356" "100/0372" 1 0 0 0 -0.270 1 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"486/0367" "100/0384" 1 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"350/0359" "100/0397" 0 0 0 0  0.450 0 0 1 1955 0 0 0 NA  1 1 0.950 0.902500
"350/0366" "100/0412" 0 0 0 0  0.450 0 0 1 1955 0 0 0 NA  1 1 0.950 0.902500
"486/0414" "100/0425" 1 0 0 0 -0.270 1 0 3 1987 0 0 0 NA NA 0 0.230 0.052900
"350/0377" "100/0435" 1 0 0 0  0.450 0 0 1 1955 0 0 0 NA  0 1 0.950 0.902500
"486/0429" "100/0440" 0 0 0 0 -0.270 0 0 2 1987 0 0 0 NA NA 0 0.230 0.052900
"486/0456" "100/0465" 1 0 0 0 -0.270 0 0 2 1987 0 0 0 NA NA 0 0.230 0.052900
"350/0399" "100/0474" 1 0 0 0  0.450 0 0 1 1955 0 0 0 NA  0 1 0.950 0.902500
"486/0466" "100/0475" 1 0 0 0 -0.270 0 0 6 1987 0 0 0 NA NA 0 0.230 0.052900
"350/0415" "100/0494" 0 0 0 0  0.450 1 0 1 1955 0 0 0 NA  1 1 0.950 0.902500
"350/0422" "100/0511" 0 0 0 0  0.450 0 0 1 1955 1 0 0 NA  1 1 0.950 0.902500
"486/0549" "100/0549" 1 0 0 0 -0.270 0 0 2 1987 0 0 0 NA  0 0 0.230 0.052900
"486/0567" "100/0565" 0 0 0 0 -0.270 1 0 1 1987 0 0 0  1 NA 0 0.230 0.052900
"486/0578" "100/0575" 1 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"486/0592" "100/0632" 1 0 0 0 -0.270 1 0 3 1987 1 0 0 NA NA 0 0.230 0.052900
"350/0497" "100/0640" 1 0 0 0  0.450 1 0 3 1955 1 0 0  0 NA 1 0.950 0.902500
"350/0551" "100/0692" 1 0 0 0  0.450 0 0 3 1955 1 0 0 NA NA 1 0.950 0.902500
"486/0675" "100/0704" 1 0 0 0 -0.270 1 0 1 1987 0 0 0  0 NA 0 0.230 0.052900
"486/0694" "100/0722" 0 0 0 0 -0.270 0 0 4 1987 0 0 0  1 NA 0 0.230 0.052900
"486/0717" "100/0743" 0 0 0 0 -0.270 0 0 4 1987 0 0 0 NA NA 0 0.230 0.052900
"486/0750" "100/0771" 1 0 0 0 -0.270 1 0 3 1987 0 0 0 NA NA 0 0.230 0.052900
"486/0847" "100/0855" 1 0 0 0 -0.270 1 0 4 1987 0 0 0 NA NA 0 0.230 0.052900
"486/0875" "100/0882" 0 0 0 0 -0.270 1 0 2 1987 0 0 0 NA  1 0 0.230 0.052900
"351/0001" "100/0883" 1 0 0 0  0.450 1 0 2 1955 0 0 0 NA  0 1 0.950 0.902500
"351/0012" "100/0891" 1 0 0 0  0.450 0 0 2 1955 0 0 0 NA NA 1 0.950 0.902500
"486/0888" "100/0896" 1 0 0 0 -0.270 1 0 4 1987 0 0 0 NA NA 0 0.230 0.052900
"351/0091" "100/0964" 1 0 0 0  0.450 1 0 2 1955 0 0 0 NA  0 1 0.950 0.902500
"351/0115" "100/1003" 1 0 0 0  0.450 0 0 3 1955 0 0 0 NA  0 1 0.950 0.902500
"351/0131" "100/1013" 0 0 0 0  0.450 0 0 1 1955 0 0 0 NA  1 1 0.950 0.902500
"351/0141" "100/1021" 1 0 0 0  0.450 0 0 4 1955 0 0 0 NA NA 1 0.950 0.902500
"351/0215" "100/1097" 0 0 0 2  0.450 0 0 3 1955 0 0 0 NA  1 1 0.950 0.902500
"351/0345" "100/1242" 0 0 0 0  0.450 0 0 2 1955 0 0 0 NA  1 1 0.950 0.902500
"351/0454" "100/1331" 0 0 0 0  0.450 0 0 1 1955 0 0 0 NA NA 1 0.950 0.902500
"351/0470" "100/1342" 0 0 0 0  0.450 1 0 2 1955 0 0 0 NA NA 1 0.950 0.902500
"351/0487" "100/1352" 0 0 0 0  0.450 1 0 2 1955 0 0 0 NA NA 1 0.950 0.902500
"351/0536" "100/1396" 1 0 0 0  0.450 0 0 3 1955 1 0 0 NA  0 1 0.950 0.902500
"487/0001" "101/0001" 1 0 0 0 -0.270 1 0 2 1987 1 0 0 NA NA 0 0.230 0.052900
"487/0042" "101/0040" 1 0 0 0 -0.270 0 0 2 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0059" "101/0056" 1 0 0 0 -0.270 1 0 2 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0081" "101/0080" 0 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0099" "101/0098" 0 0 0 0 -0.270 0 0 1 1987 0 0 0 NA  1 0 0.230 0.052900
"487/0164" "101/0155" 0 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0201" "101/0184" 0 0 0 0 -0.270 0 0 1 1987 0 0 0 NA  1 0 0.230 0.052900
"487/0223" "101/0206" 0 0 0 0 -0.270 1 0 2 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0250" "101/0228" 0 0 0 0 -0.270 0 0 1 1987 0 0 0 NA  1 0 0.230 0.052900
"487/0266" "101/0245" 1 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0285" "101/0261" 0 0 0 0 -0.270 0 0 1 1987 0 0 0  1 NA 0 0.230 0.052900
"487/0326" "101/0297" 0 0 0 0 -0.270 1 0 1 1987 0 0 0 NA  1 0 0.230 0.052900
"487/0412" "101/0370" 0 0 0 0 -0.270 1 0 2 1987 0 0 0 NA  1 0 0.230 0.052900
"487/0450" "101/0399" 0 0 0 0 -0.270 0 0 2 1987 0 0 0  1 NA 0 0.230 0.052900
"487/0474" "101/0420" 0 0 0 0 -0.270 1 0 3 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0533" "101/0472" 0 0 0 0 -0.270 0 0 1 1987 0 0 0 NA  0 0 0.230 0.052900
"487/0552" "101/0490" 1 0 0 0 -0.270 1 0 6 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0589" "101/0520" 0 0 0 0 -0.270 1 0 3 1987 0 0 0 NA  1 0 0.230 0.052900
"487/0781" "101/0669" 1 0 0 0 -0.270 1 0 3 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0815" "101/0702" 1 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"487/0931" "101/0788" 1 0 0 0 -0.270 1 0 1 1987 0 0 0 NA  0 0 0.230 0.052900
"487/0977" "101/0827" 1 0 0 0 -0.270 0 0 2 1987 0 0 0  0 NA 0 0.230 0.052900
"487/1012" "101/0857" 1 0 0 0 -0.270 0 0 1 1987 0 0 0 NA NA 0 0.230 0.052900
"488/0033" "102/0265" 0 0 0 0 -0.270 1 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"488/0051" "102/0281" 0 0 0 0 -0.270 1 0 4 1988 1 0 0 NA NA 0 0.230 0.052900
"488/0075" "102/0300" 1 0 0 0 -0.270 0 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"488/0093" "102/0395" 0 0 0 0 -0.270 1 0 3 1988 0 0 0 NA  1 0 0.230 0.052900
"488/0105" "102/0408" 1 0 0 0 -0.270 1 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"488/0179" "102/0469" 0 0 0 0 -0.270 1 0 4 1988 1 0 0 NA NA 0 0.230 0.052900
"488/0235" "102/0594" 1 0 0 0 -0.270 1 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"488/0272" "102/0624" 0 0 0 0 -0.270 0 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"488/0299" "102/0646" 1 0 0 0 -0.270 1 0 4 1988 1 0 0 NA NA 0 0.230 0.052900
"488/0445" "102/0835" 0 0 0 0 -0.270 1 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"488/0469" "102/0854" 0 0 0 0 -0.270 0 0 2 1988 1 0 0  1 NA 0 0.230 0.052900
"488/0563" "102/0927" 0 0 0 0 -0.270 1 0 1 1988 0 0 0 NA  1 0 0.230 0.052900
"489/0001" "103/0001" 1 0 0 0 -0.270 0 0 3 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0046" "103/0034" 1 0 0 0 -0.270 0 0 3 1988 0 0 0  0 NA 0 0.230 0.052900
"489/0087" "103/0067" 1 0 0 0 -0.270 0 0 6 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0189" "103/0249" 0 0 0 0 -0.270 0 0 2 1988 1 0 0  1 NA 0 0.230 0.052900
"489/0214" "103/0271" 1 0 0 0 -0.270 1 0 3 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0255" "103/0308" 1 0 0 0 -0.270 0 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0288" "103/0334" 0 0 0 0 -0.270 0 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0346" "103/0380" 0 0 0 0 -0.270 1 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0378" "103/0412" 1 0 0 0 -0.270 0 0 2 1988 1 0 0 NA NA 0 0.230 0.052900
"489/0401" "103/0435" 0 0 0 0 -0.270 1 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0538" "103/0550" 0 0 0 0 -0.270 0 0 1 1988 0 0 0  1 NA 0 0.230 0.052900
"489/0546" "103/0559" 1 0 0 0 -0.270 1 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0593" "103/0628" 1 0 0 0 -0.270 0 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0602" "103/0639" 0 0 0 0 -0.270 1 0 1 1988 1 0 0 NA  1 0 0.230 0.052900
"489/0656" "103/0685" 0 0 0 0 -0.270 0 0 1 1988 1 0 0 NA NA 0 0.230 0.052900
"489/0688" "103/0717" 1 0 0 0 -0.270 1 0 2 1988 1 0 0 NA NA 0 0.230 0.052900
"489/0705" "103/0734" 0 0 0 0 -0.270 0 0 1 1988 0 0 0 NA  1 0 0.230 0.052900
"489/0749" "103/0774" 0 0 0 0 -0.270 1 0 5 1988 0 0 0 NA  1 0 0.230 0.052900
"489/0782" "103/0866" 1 0 0 0 -0.270 0 0 6 1988 0 0 0 NA NA 0 0.230 0.052900
"489/0829" "103/0914" 1 0 0 0 -0.270 0 0 3 1988 0 0 0 NA NA 0 0.230 0.052900
"490/0001" "104/0001" 0 0 0 0 -0.270 1 0 1 1988 1 0 0 NA  1 0 0.230 0.052900
"490/0019" "104/0018" 0 0 0 0 -0.270 1 0 3 1988 0 0 0 NA NA 0 0.230 0.052900
"490/0030" "104/0029" 1 0 0 0 -0.270 0 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"490/0163" "104/0209" 0 0 0 0 -0.270 0 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"490/0228" "104/0268" 1 0 0 0 -0.270 0 0 2 1988 1 0 0 NA NA 0 0.230 0.052900
"490/0296" "104/0318" 0 0 0 0 -0.270 1 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"490/0319" "104/0338" 1 0 0 0 -0.270 1 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"490/0386" "104/0443" 1 0 0 0 -0.270 0 0 2 1988 0 0 0  1 NA 0 0.230 0.052900
"490/0401" "104/0459" 0 0 0 0 -0.270 1 0 3 1988 0 0 0 NA  1 0 0.230 0.052900
"490/0435" "104/0487" 1 0 0 0 -0.270 1 0 1 1988 0 0 0 NA  1 0 0.230 0.052900
"490/0454" "104/0506" 0 0 0 0 -0.270 1 0 4 1988 0 0 0 NA NA 0 0.230 0.052900
"490/0536" "104/0582" 1 0 0 0 -0.270 0 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"490/0642" "104/0733" 0 0 0 0 -0.270 1 0 2 1988 1 0 0  1 NA 0 0.230 0.052900
"490/0755" "104/0835" 0 0 0 0 -0.270 0 0 2 1988 1 0 0 NA NA 0 0.230 0.052900
"490/0794" "104/0865" 0 0 0 0 -0.270 1 0 1 1988 0 0 0  1 NA 0 0.230 0.052900
"490/0805" "104/0876" 1 0 0 0 -0.270 1 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"490/0858" "104/0923" 1 0 0 0 -0.270 0 0 1 1988 0 0 0 NA  0 0 0.230 0.052900
"490/0877" "104/0941" 1 0 0 0 -0.270 1 0 6 1988 0 0 0 NA  0 0 0.230 0.052900
"490/0900" "104/0961" 0 0 0 0 -0.270 0 0 2 1988 0 0 0  0 NA 0 0.230 0.052900
"491/0058" "105/0045" 0 0 0 0 -0.270 0 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0095" "105/0074" 1 0 0 0 -0.270 0 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0110" "105/0091" 0 0 0 0 -0.270 0 0 4 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0164" "105/0132" 0 0 0 0 -0.270 0 0 2 1988 1 0 0 NA NA 0 0.230 0.052900
"491/0223" "105/0181" 0 0 0 0 -0.270 1 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0274" "105/0229" 1 0 0 0 -0.270 1 0 6 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0376" "105/0322" 0 0 0 0 -0.270 1 0 1 1988 0 0 0  1 NA 0 0.230 0.052900
"491/0397" "105/0342" 1 0 0 0 -0.270 1 0 3 1988 1 0 0 NA NA 0 0.230 0.052900
"491/0440" "105/0377" 0 0 0 0 -0.270 0 0 5 1988 0 0 0 NA  1 0 0.230 0.052900
"491/0524" "105/0443" 1 0 0 0 -0.270 0 0 3 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0554" "105/0469" 0 0 0 0 -0.270 1 0 1 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0576" "105/0493" 0 0 0 0 -0.270 1 0 3 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0600" "105/0512" 0 0 0 0 -0.270 1 0 1 1988 1 0 0 NA  1 0 0.230 0.052900
"491/0617" "105/0528" 0 0 0 0 -0.270 0 0 1 1988 1 0 0 NA  1 0 0.230 0.052900
"491/0657" "105/0562" 0 0 0 0 -0.270 0 0 3 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0701" "105/0598" 0 0 0 0 -0.270 0 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
"491/0754" "105/0639" 0 0 0 0 -0.270 1 0 6 1988 0 0 0  1 NA 0 0.230 0.052900
"491/0781" "105/0661" 0 0 0 0 -0.270 1 0 3 1988 0 0 0  1 NA 0 0.230 0.052900
"492/0001" "106/0001" 0 0 0 0 -0.270 1 0 2 1988 0 0 0 NA NA 0 0.230 0.052900
